blind_id,candidate_id,original_layer,citation,first_reviewer_source_label,first_reviewer_report_access,first_reviewer_decision,first_reviewer_reason
R352,E111,CORE,"AJI A R S, DJURDJANI. Perbandingan volume stockpile batu bara hasil UAV fotogrametri dan UAV LiDAR [Comparison analysis of coal stockpile volume using UAV photogrammetry and UAV LiDAR][J]. *Journal of Geospatial Information Science and Engineering*, 2022, 5(2): 132–138. DOI: 10.22146/jgise.78295.",Aji 2022,FT,DIRECT-EMPIRICAL,"Classification was based on the title, abstract, or report material supplied to the blinded reviewer."
R353,E322,TRANSFER,D. Baril; Simon-Pierre Deschênes; Olivier Gamache; Maxime Vaidis; D. LaRocque; Johann Laconte; V. Kubelka; P. Giguère; Franccois Pomerleau. Kilometer-scale autonomous navigation in subarctic forests: challenges and lessons learned. Field Robotics. 2021. https://doi.org/10.55417/fr.2022050,D,ABSTRACT/PREVIEW,TRANSFER-METHOD,"Empirical adjacent-domain evidence for registration, repeated mapping, change detection, calibration or uncertainty."
R354,E321,EXCLUDE,C. J. Hansen; M. A. Ravine; P. Schenk; G. C. Collins; Erin Leonard; C. B. Phillips; M. A. Caplinger; F. Tosi; S. J. Bolton; Björn Þór Jónsson. Juno’s JunoCam Images of Europa. The Planetary Science Journal. 2024. https://doi.org/10.3847/psj/ad24f4,C,ABSTRACT/PREVIEW,EXCLUDE-OTHER,Generic registration/change or unrelated application without an indispensable inference for stockpile metrology.
R355,E178,CORE,Albertus Niko Liswanto; Hepriyandi L. Djanas Usup; Ferdinandus Ferdinandus; Wiryanto Wiryanto; Asri Fridtriyanda. Analisis Perbandingan Volume Stockpile Batubara Menggunakan Data Foto Udara Unmanned Aerial Vehicle (UAV) Mavic 3 Pro dengan Hasil Truck Count di PT. Mitra Barito. JURAL RISET RUMPUN ILMU TEKNIK. 2026. https://doi.org/10.55606/jurritek.v5i2.9186,Albertus Niko Liswanto; Hepriyandi L,ABSTRACT/PREVIEW,DIRECT-EMPIRICAL,"Direct stockpile, bulk-pile, inventory-volume or repeated material-change measurement endpoint."
R356,E148,CORE,Yan Zhang; Fei Yang; Han Yuan; Shuhui Zhang. 3D reconstruction of coal pile based on visual scanning of bridge crane. Measurement. 2024. https://doi.org/10.1016/j.measurement.2024.116146,Yan Zhang; Fei Yang; Han Yuan; Shuhui Zhang,ABSTRACT/PREVIEW,DIRECT-EMPIRICAL,"Direct stockpile, bulk-pile, inventory-volume or repeated material-change measurement endpoint."
R357,E363,CORE,Hannah Weiss; Paul R. Bierman; Scott D. Hamshaw; Yves Dubief. Optimizing over-summer snow storage at low latitudes and low altitudes. [Venue unavailable]. 2019. https://doi.org/10.1002/essoar.10500569.1,Hannah Weiss; Paul R,ABSTRACT/PREVIEW,DIRECT-EMPIRICAL,"Direct stockpile, bulk-pile, inventory-volume or repeated material-change measurement endpoint."
R358,E42,SUPPORT,ASTM D6542-05(2026). Practice for Tonnage Calculation of Coal in a Stockpile[S]. West Conshohocken: ASTM International. DOI: 10.1520/D6542-05R26.,ASTM D6542-05(2026),ABSTRACT/PREVIEW,SUPPORT-BACKGROUND,"Foundational method, standard, metrology guide, or review-reporting source; retained outside the validation-study count."
R359,E196,CORE,M H Rohizan; Amir Ibrahim; C Z C Abidin; F M Ridwan; Rosman Ishak. Application of Photogrammetry Technique for quarry stockpile estimation. IOP Conference Series Earth and Environmental Science. 2021. https://doi.org/10.1088/1755-1315/920/1/012040,M H Rohizan; Amir Ibrahim; C Z C Abidin; F M Ridwan; Rosman Ishak,ABSTRACT/PREVIEW,DIRECT-EMPIRICAL,"Direct stockpile, bulk-pile, inventory-volume or repeated material-change measurement endpoint."
R360,E297,EXCLUDE,Mengqi He; Yuting Gong; Ruixue Wang; Ping Liu; Bing Fang; Yixuan Li; Pengjie Wang; Imamdin Chandio; Ruoxiao Xie; Hong-bin Sun; Huiyuan Guo; Qionglin Liang; Fazheng Ren; Yongjian Ai. High-entropy nanozymes: a frontier toward next-generation high-performance nanozymes. MedMat.. 2026. https://doi.org/10.1097/mm9.0000000000000042,Mengqi He; Yuting Gong; Ruixue Wang; Ping Liu; Bing Fang; Yixuan Li; Pengjie Wang; Imamdin Chandio; Ruoxiao Xie; Hong-bin Sun; Huiyuan Guo; Qionglin Liang; Fazheng Ren; Yongjian Ai,ABSTRACT/PREVIEW,EXCLUDE-OTHER,No stockpile-volume endpoint and no indispensable mobile/robotic measurement-chain contribution.
R361,E395,CORE,H J Wang; Zengshou Dong; Lijun Li; Hui Shi; Tianjiao Yan. Research on coal pile volume calculation method in coal bunker based on point cloud semantic segmentation. [Venue unavailable]. 2026. https://doi.org/10.1117/12.3117271,H J Wang; Zengshou Dong; Lijun Li; Hui Shi; Tianjiao Yan,ABSTRACT/PREVIEW,DIRECT-EMPIRICAL,"Direct stockpile, bulk-pile, inventory-volume or repeated material-change measurement endpoint."
R362,E361,TRANSFER,Jack G. Williams; Nick Rosser; R. J. Hardy; Matthew J. Brain; A. Afana. Optimising 4-D surface change detection: an approach for capturing rockfall magnitude–frequency. Earth Surface Dynamics. 2018. https://doi.org/10.5194/esurf-6-101-2018,Jack G,ABSTRACT/PREVIEW,TRANSFER-METHOD,"Empirical adjacent-domain evidence for registration, repeated mapping, change detection, calibration or uncertainty."
R363,E410,EXCLUDE,Yutao Jing. Robust flight control and visual/radar-based indoor navigation for autonomous multicopters and their swarms. [Venue unavailable]. 2024. https://doi.org/10.17760/d20659781,Yutao Jing,ABSTRACT/PREVIEW,EXCLUDE-OTHER,Generic registration/change or unrelated application without an indispensable inference for stockpile metrology.
R364,E210,EXCLUDE,"Sydney R. Gunnarson; Joaquín M. C. Belart; Birgir V. Óskarsson; Magnús T. Guðmundsson; Þórdís Högnadóttir; Gro B. M. Pedersen; Tobias Dürig; Virginie Pinel. Automated processing of aerial imagery for geohazards monitoring: Results from Fagradalsfjall eruption, SW Iceland, August 2022. Zenodo (CERN European Organization for Nuclear Research). 2023. https://doi.org/10.5281/zenodo.7871187",Sydney R,ABSTRACT/PREVIEW,EXCLUDE-OTHER,Generic registration/change or unrelated application without an indispensable inference for stockpile metrology.
R365,E76,CORE,"MAHLBERG J A, MANISH R, KOSHAN Y, et al. Salt stockpile inventory management using LiDAR volumetric measurements[J]. *Remote Sensing*, 2022, 14(19): 4802. DOI: 10.3390/rs14194802.",Mahlberg 2022,FT,DIRECT-EMPIRICAL,"Classification was based on the title, abstract, or report material supplied to the blinded reviewer."
R366,E418,CORE,Abbas Mohammadi; Pouria Mohammadi; Biao Kuang; Gang Jiang; Abbas Rashidi; Jianli Chen; Jessica Wempen. Salt Pile Measurement for Winter Maintenance Using Modern Sensing Technologies: Toward Accurate and Cost-Effective Inventory Management. [Venue unavailable]. 2026. https://doi.org/10.1061/9780784486962.003,Abbas Mohammadi; Pouria Mohammadi; Biao Kuang; Gang Jiang; Abbas Rashidi; Jianli Chen; Jessica Wempen,ABSTRACT/PREVIEW,DIRECT-EMPIRICAL,"Direct stockpile, bulk-pile, inventory-volume or repeated material-change measurement endpoint."
R367,E404,CORE,Cailian Xu. Review of Key Technologies for Non-Contact Ore Volume Measurement Based on Dense Linear Laser Scanning Arrays. Journal of industry and engineering management.. 2026. https://doi.org/10.62517/jiem.202603110,Cailian Xu,ABSTRACT/PREVIEW,DIRECT-EMPIRICAL,"Direct stockpile, bulk-pile, inventory-volume or repeated material-change measurement endpoint."
R368,E324,CORE,"Meijing Gao; Weilong Wu; GU Hai-hua; BI Wei-hong. Large field of view real-time three-dimensional imaging for ports. Proceedings of SPIE, the International Society for Optical Engineering/Proceedings of SPIE. 2011. https://doi.org/10.1117/12.902305",Meijing Gao; Weilong Wu; GU Hai-hua; BI Wei-hong,ABSTRACT/PREVIEW,DIRECT-EMPIRICAL,"Direct stockpile, bulk-pile, inventory-volume or repeated material-change measurement endpoint."
R369,E462,EXCLUDE,Yejun Shou; Haocheng Wang; Lingfeng Shen; Shuai Li; Yanlong Cao. Unleashing powerful generalization for point cloud registration. Knowledge-Based Systems. 2025. https://doi.org/10.1016/j.knosys.2025.114351,Yejun Shou; Haocheng Wang; Lingfeng Shen; Shuai Li; Yanlong Cao,ABSTRACT/PREVIEW,EXCLUDE-OTHER,Generic registration/change or unrelated application without an indispensable inference for stockpile metrology.
R370,E407,EXCLUDE,Anhu Li; Xingsheng Liu; Zhaojun Deng. Robot Guidance Based on Binocular Vision. [Venue unavailable]. 2025. https://doi.org/10.1007/978-981-95-0744-3_5,Anhu Li; Xingsheng Liu; Zhaojun Deng,ABSTRACT/PREVIEW,EXCLUDE-OTHER,Generic registration/change or unrelated application without an indispensable inference for stockpile metrology.
R371,E298,TRANSFER,Hui Wang; Qingyu Ren. High-Precision Dynamic Point Cloud for Geohazard Monitoring Using Camera Array. [Venue unavailable]. 2025. https://doi.org/10.5006/c2025-00477,Hui Wang; Qingyu Ren,ABSTRACT/PREVIEW,TRANSFER-METHOD,"Empirical adjacent-domain evidence for registration, repeated mapping, change detection, calibration or uncertainty."
R372,E415,CORE,Jiayu Wang; Mengnan Shi; Yilong Wu; Peng Ji; Hui Li; Qiang Yao. Rock volume estimation from incomplete point clouds using interpretable machine learning for rockfill material gradation analysis. Powder Technology. 2026. https://doi.org/10.1016/j.powtec.2026.122324,Jiayu Wang; Mengnan Shi; Yilong Wu; Peng Ji; Hui Li; Qiang Yao,ABSTRACT/PREVIEW,DIRECT-EMPIRICAL,"Direct stockpile, bulk-pile, inventory-volume or repeated material-change measurement endpoint."
R373,E275,EXCLUDE,M.I. Babokin; P.E. Shimkin; V.G. Stepin. Estimation of Short-term Earth's Surface Changes Detection Using Differential Interferometric SAR. [Venue unavailable]. 2024. https://doi.org/10.1109/rmc62880.2024.10846870,M,ABSTRACT/PREVIEW,EXCLUDE-OTHER,Generic registration/change or unrelated application without an indispensable inference for stockpile metrology.
R374,E07,EXCLUDE,"ZHANG J, ZHANG D, GUO Z. Research on quadruped robots: review and prospect[C]//Proc of the 2023 5th Int Conf on Information Technology and Computer Communications (ITCC). New York: ACM, 2023: 38-45. DOI: 10.1145/3606843.3606850.","ZHANG J, ZHANG D, GUO Z",ABSTRACT/PREVIEW,EXCLUDE-OTHER,Generic quadruped review without a 3-D survey or inventory endpoint.
R375,E170,EXCLUDE,"Jafari, Faezeh. AI-Enhanced Nondestructive Testing For Defect Evaluation And Performance Monitoring In Infrastructure Systems. UND Scholarly Commons (University of North Dakota). 2025.","Jafari, Faezeh",ABSTRACT/PREVIEW,EXCLUDE-OTHER,No stockpile-volume endpoint and no indispensable mobile/robotic measurement-chain contribution.
R376,E358,TRANSFER,Qiaoli Li. Optimal station position number for terrestrial laser scanning multi-view point cloud registration. [Venue unavailable]. 2008.,Qiaoli Li,ABSTRACT/PREVIEW,TRANSFER-METHOD,"Empirical adjacent-domain evidence for registration, repeated mapping, change detection, calibration or uncertainty."
R377,E74,SUPPORT,"JCGM. International vocabulary of metrology—Basic and general concepts and associated terms, 3rd ed.: JCGM 200:2012[S]. DOI: 10.59161/JCGM200-2012.",JCGM,ABSTRACT/PREVIEW,SUPPORT-BACKGROUND,"Foundational method, standard, metrology guide, or review-reporting source; retained outside the validation-study count."
R378,E246,TRANSFER,J. Li; X. Y.. Deep Learning Framework and Performance Evaluation for Point-Cloud Time-Series Change Detection in Long-Term Monitoring of Ancient Bridges. Advanced Electromagnetics. 2026. https://doi.org/10.7716/aem.v15i3.3717,J,ABSTRACT/PREVIEW,TRANSFER-METHOD,"Empirical adjacent-domain evidence for registration, repeated mapping, change detection, calibration or uncertainty."
R379,E473,CORE,Faezeh Jafari; Sattar Dorafshan. Vision based stockpile inventory measurement using uncrewed aerial systems. Ain Shams Engineering Journal. 2025. https://doi.org/10.1016/j.asej.2024.103251,Faezeh Jafari; Sattar Dorafshan,ABSTRACT/PREVIEW,DIRECT-EMPIRICAL,"Direct stockpile, bulk-pile, inventory-volume or repeated material-change measurement endpoint."
R380,E126,CORE,"MUHAMMED S T, ABED F M. Combining terrestrial laser scanning and drone-based photogrammetry towards improving volume calculations in construction projects[J]. *Journal of Engineering*, 2025, 31(8): 26–50. DOI: 10.31026/j.eng.2025.08.03.",Muhammed and Abed 2025,FT,DIRECT-EMPIRICAL,"Classification was based on the title, abstract, or report material supplied to the blinded reviewer."
R381,E20,SUPPORT,"CHOY C, DONG W, KOLTUN V. Deep Global Registration[C]//2020 IEEE/CVF CVPR. 2020: 2511-2520. DOI: 10.1109/CVPR42600.2020.00259.","CHOY C, DONG W, KOLTUN V",ABSTRACT/PREVIEW,SUPPORT-BACKGROUND,"Foundational method, standard, metrology guide, or review-reporting source; retained outside the validation-study count."
R382,E112,CORE,"DHAKAL S, MANANDHAR A, SHAH A, KHANAL S. Integrating UAS remote sensing and edge detection for accurate coal stockpile volume estimation[J]. *Remote Sensing*, 2025, 17(18): 3136. DOI: 10.3390/rs17183136.",Dhakal 2025,FT,DIRECT-EMPIRICAL,"Classification was based on the title, abstract, or report material supplied to the blinded reviewer."
R383,E302,EXCLUDE,Junhe LIU. ICP-LSTM Joint Localisation for Autonomous Driving. PROMET - Traffic&Transportation. 2026. https://doi.org/10.7307/ptt.v38i6.1232,Junhe LIU,ABSTRACT/PREVIEW,EXCLUDE-OTHER,Generic registration/change or unrelated application without an indispensable inference for stockpile metrology.
R384,E56,SUPPORT,"VINCENT L, SOILLE P. Watersheds in digital spaces: an efficient algorithm based on immersion simulations[J]. IEEE TPAMI, 1991, 13(6): 583-598. DOI: 10.1109/34.87344.","VINCENT L, SOILLE P",ABSTRACT/PREVIEW,SUPPORT-BACKGROUND,"Foundational method, standard, metrology guide, or review-reporting source; retained outside the validation-study count."
R385,E194,CORE,Ping Zhang; Chungang Li; Jian Song; Jianjun Tan; Han Tian; Le Chen; Yongkun Song. A Point Cloud Segmentation Method for Adhering Coal Piles in Industrial Coal Sheds. Journal of Artificial Intelligence. 2026. https://doi.org/10.32604/jai.2026.080463,Ping Zhang; Chungang Li; Jian Song; Jianjun Tan; Han Tian; Le Chen; Yongkun Song,ABSTRACT/PREVIEW,DIRECT-EMPIRICAL,"Direct stockpile, bulk-pile, inventory-volume or repeated material-change measurement endpoint."
R386,E300,EXCLUDE,Santosh Kumar Parupelli; Salil Desai. Hybrid additive manufacturing (3D printing) and characterization of functionally gradient materials via in situ laser curing. The International Journal of Advanced Manufacturing Technology. 2020. https://doi.org/10.1007/s00170-020-05884-9,Santosh Kumar Parupelli; Salil Desai,ABSTRACT/PREVIEW,EXCLUDE-OTHER,No stockpile-volume endpoint and no indispensable mobile/robotic measurement-chain contribution.
R387,E315,EXCLUDE,"Pengfei Ye; Yuxiang Ma; Yi Zhou; Wei Chen; Wenzhen Dong; Molong Duan. InvariantCloud: A Globally Invariant, Uniquely Indexed Point Cloud Framework for Robust 6-DoF Tactile Pose Tracking. Rare & Special e-Zone (The Hong Kong University of Science and Technology). 2026. https://doi.org/10.48550/arxiv.2605.25216",Pengfei Ye; Yuxiang Ma; Yi Zhou; Wei Chen; Wenzhen Dong; Molong Duan,ABSTRACT/PREVIEW,EXCLUDE-OTHER,Generic registration/change or unrelated application without an indispensable inference for stockpile metrology.
R388,E419,TRANSFER,"David Huntley; Drew Rotheram-Clarke; Roger MacLeod; Robert Cocking; Philip LeSueur; Bill Lakeland; Alec Wilson. Scalable Platform for UAV Flight Operations, Data Capture, Cloud Processing and Image Rendering of Landslide Hazards and Surface Change Detection for Disaster-Risk Reduction. Progress in landslide research and technology. 2023. https://doi.org/10.1007/978-3-031-18471-0_4",David Huntley; Drew Rotheram-Clarke; Roger MacLeod; Robert Cocking; Philip LeSueur; Bill Lakeland; Alec Wilson,ABSTRACT/PREVIEW,TRANSFER-METHOD,"Empirical adjacent-domain evidence for registration, repeated mapping, change detection, calibration or uncertainty."
R389,E150,EXCLUDE,Manan Shah. 3D SLAM for Powered Lower Limb Prostheses. [Venue unavailable]. 2021.,Manan Shah,ABSTRACT/PREVIEW,EXCLUDE-OTHER,Generic registration/change or unrelated application without an indispensable inference for stockpile metrology.
R390,E155,TRANSFER,S. Fontana; Daniele Cattaneo; A. Ballardini; Matteo Vaghi; D. Sorrenti. A Benchmark for Point Clouds Registration Algorithms. Robotics Auton. Syst.. 2020. https://doi.org/10.1016/j.robot.2021.103734,S,ABSTRACT/PREVIEW,TRANSFER-METHOD,"Empirical adjacent-domain evidence for registration, repeated mapping, change detection, calibration or uncertainty."
R391,E133,CORE,"BORHAN A S, FAJRIN, ARINI D. Perbandingan volume Run of Mine dengan menggunakan data hasil pengukuran terrestrial laser scanner dan unmanned aerial vehicle[J]. *Globe*, 2025, 3(3): 214–224. DOI: 10.61132/globe.v3i3.1066.",Borhan et al. 2025,FT,DIRECT-EMPIRICAL,"Classification was based on the title, abstract, or report material supplied to the blinded reviewer."
R392,E102,TRANSFER,"GAN V J L, HU D, WANG Y, ZHAI R. Automated indoor 3D scene reconstruction with decoupled mapping using quadruped robot and LiDAR sensor[J]. *Computer-Aided Civil and Infrastructure Engineering*, 2025, 40(15): 2209–2226. DOI: 10.1111/mice.13450.",Source material supplied in the blinded screening form.,FT,TRANSFER-METHOD,"Classification was based on the title, abstract, or report material supplied to the blinded reviewer."
R393,E383,EXCLUDE,D. Sheward; A. Cook; C. Avdellidou. Preliminary Results from Lunar Surface Change Detection with PyNAPLE: The 2019-01-21 Lunar Impact Flash. [Venue unavailable]. 2020. https://doi.org/10.5194/epsc2020-862,D,ABSTRACT/PREVIEW,EXCLUDE-OTHER,Generic registration/change or unrelated application without an indispensable inference for stockpile metrology.
R394,E02,CORE,"ELLINGER A, WOERNER C, SCHERER R. Automatic segmentation of bulk material heaps using color, texture, and topography from aerial data and deep learning-based computer vision[J]. Remote Sensing, 2023, 15(1): 211. DOI: 10.3390/rs15010211.",Ellinger 2023,FT,DIRECT-EMPIRICAL,"Classification was based on the title, abstract, or report material supplied to the blinded reviewer."
R395,E67,TRANSFER,"ROSENHOLM D, TORLEGÅRD K. Three-dimensional absolute orientation of stereo models using digital elevation models[J]. Photogrammetric Engineering and Remote Sensing, 1988, 54(10): 1385-1389.",Source material supplied in the blinded screening form.,NOT-RETRIEVED,NOT-RETRIEVED,"Classification was based on the title, abstract, or report material supplied to the blinded reviewer."
R396,E08,EXCLUDE,"WU Y, WANG Q, XIAO Y, et al. Path planning of quadruped robot for urban natural gas pipe leakage inspection based on optimized RRT* and DWA algorithms[J]. International Journal of Metrology and Quality Engineering, 2024, 15: 18. DOI: 10.1051/ijmqe/2024017.","WU Y, WANG Q, XIAO Y, et al",ABSTRACT/PREVIEW,EXCLUDE-OTHER,"Gas-leak path planning without point-cloud survey quality, surface reconstruction or volumetric relevance."
R397,E286,EXCLUDE,Zheng Qin; Hao Yu; Changjian Wang; Yulan Guo; Yuxing Peng; Kai Xu. Geometric Transformer for Fast and Robust Point Cloud Registration. arXiv (Cornell University). 2022. https://doi.org/10.48550/arxiv.2202.06688,Zheng Qin; Hao Yu; Changjian Wang; Yulan Guo; Yuxing Peng; Kai Xu,ABSTRACT/PREVIEW,EXCLUDE-OTHER,Generic registration/change or unrelated application without an indispensable inference for stockpile metrology.
R398,E72,SUPPORT,"PAGE M J, MCKENZIE J E, BOSSUYT P M, et al. The PRISMA 2020 statement: an updated guideline for reporting systematic reviews[J]. *BMJ*, 2021, 372: n71. DOI: 10.1136/bmj.n71.","PAGE M J, MCKENZIE J E, BOSSUYT P M, et al",ABSTRACT/PREVIEW,SUPPORT-BACKGROUND,"Foundational method, standard, metrology guide, or review-reporting source; retained outside the validation-study count."
R399,E242,TRANSFER,Iris de G'elis; S. Lefèvre; T. Corpetti. DC3DCD: unsupervised learning for multiclass 3D point cloud change detection. Isprs Journal of Photogrammetry and Remote Sensing. 2023. https://doi.org/10.1016/j.isprsjprs.2023.10.022,Iris de G'elis; S,ABSTRACT/PREVIEW,TRANSFER-METHOD,"Empirical adjacent-domain evidence for registration, repeated mapping, change detection, calibration or uncertainty."
R400,E265,EXCLUDE,Lang Feng. Elevation and Deformation Extraction from TomoSAR. UCL Discovery (University College London). 2020.,Lang Feng,ABSTRACT/PREVIEW,EXCLUDE-OTHER,Generic registration/change or unrelated application without an indispensable inference for stockpile metrology.
R401,E14,SUPPORT,"ZHANG Z. Iterative point matching for registration of free-form curves and surfaces[J]. IJCV, 1994, 13(2): 119-152. DOI: 10.1007/BF01427149.",ZHANG Z,ABSTRACT/PREVIEW,SUPPORT-BACKGROUND,"Foundational method, standard, metrology guide, or review-reporting source; retained outside the validation-study count."
R402,E156,EXCLUDE,Jialiang Wang; Zhi Gao; Zhipeng Lin; Zhiyu Zhou; Xiaonan Wang; Jianhua Cheng; Hao Zhang; Xinyi Liu; Ben M. Chen. Accurate and Efficient Loop Closure Detection With Deep Binary Image Descriptor and Augmented Point Cloud Registration. [Venue unavailable]. 2024. https://doi.org/10.1109/iros58592.2024.10802610,Jialiang Wang; Zhi Gao; Zhipeng Lin; Zhiyu Zhou; Xiaonan Wang; Jianhua Cheng; Hao Zhang; Xinyi Liu; Ben M,ABSTRACT/PREVIEW,EXCLUDE-OTHER,Generic registration/change or unrelated application without an indispensable inference for stockpile metrology.
R403,E37,CORE,"ALSAYED A, NABAWY M R A. Indoor Stockpile Reconstruction Using Drone-Borne Actuated Single-Point LiDARs[J]. Drones, 2022, 6(12): 386. DOI: 10.3390/drones6120386.",Alsayed 2022,FT,DIRECT-EMPIRICAL,"Classification was based on the title, abstract, or report material supplied to the blinded reviewer."
R404,E301,EXCLUDE,Yiheng Li; Canhui Tang; Runzhao Yao; Aixue Ye; Feng Wen; Shaoyi Du. HybridPoint: Point Cloud Registration Based on Hybrid Point Sampling and Matching. [Venue unavailable]. 2023. https://doi.org/10.1109/icme55011.2023.00346,Yiheng Li; Canhui Tang; Runzhao Yao; Aixue Ye; Feng Wen; Shaoyi Du,ABSTRACT/PREVIEW,EXCLUDE-OTHER,Generic registration/change or unrelated application without an indispensable inference for stockpile metrology.
R405,E189,TRANSFER,"B. Crawford; Erika Swanson; E. S. Schultz-Fellenz; Adam Collins; Julian Dann; Emma Lathrop; Damien Milazzo. A New Method for High Resolution Surface Change Detection: Data Collection and Validation of Measurements from UAS at the Nevada National Security Site, Nevada, USA. Drones. 2021. https://doi.org/10.3390/drones5020025",B,ABSTRACT/PREVIEW,TRANSFER-METHOD,"Empirical adjacent-domain evidence for registration, repeated mapping, change detection, calibration or uncertainty."
R406,E208,SUPPORT,Mika Järvenpää; Sami Siikanen; Kamen Bogdanov; Marko Savolainen; Marko Paavola. Automated drone networks for exploration targeting and other mining surveys. Geological Society London Special Publications. 2026. https://doi.org/10.1144/gslspecpub2024-124,Mika Järvenpää; Sami Siikanen; Kamen Bogdanov; Marko Savolainen; Marko Paavola,ABSTRACT/PREVIEW,SUPPORT-BACKGROUND,Background review or general method context without a direct validation endpoint for this review.
R407,E228,EXCLUDE,Hao Yu; Lin Fu; Mahdi Saleh; Benjamin Busam; Slobodan Ilić. CoFiNet: Reliable Coarse-to-fine Correspondences for Robust Point Cloud Registration. arXiv (Cornell University). 2021. https://doi.org/10.48550/arxiv.2110.14076,Hao Yu; Lin Fu; Mahdi Saleh; Benjamin Busam; Slobodan Ilić,ABSTRACT/PREVIEW,EXCLUDE-OTHER,Generic registration/change or unrelated application without an indispensable inference for stockpile metrology.
R408,E68,TRANSFER,"LANE S N, WESTAWAY R M, HICKS D M. Estimation of erosion and deposition volumes in a large, gravel-bed, braided river using synoptic remote sensing[J]. Earth Surface Processes and Landforms, 2003, 28(3): 249-271. DOI: 10.1002/esp.483.",Source material supplied in the blinded screening form.,NOT-RETRIEVED,NOT-RETRIEVED,"Classification was based on the title, abstract, or report material supplied to the blinded reviewer."
R409,E256,TRANSFER,Raja Manish. Development of Multi-modal Mapping Systems and Data Enhancement Strategies for GNSS-challenging Environments. Purdue. 2026. https://doi.org/10.25394/pgs.31514290.v1,Raja Manish,ABSTRACT/PREVIEW,TRANSFER-METHOD,"Adjacent acquisition, calibration, localization or change evidence relevant to the target measurement chain."
R410,E131,CORE,"SETYAWAN D, SUSILO Y. Analisis perbandingan volume stockpile batu bara hasil UAV LiDAR dan hasil penimbangan (studi kasus PT. Hardaya Mining Energy, Site Sebakis, Nunukan, Kalimantan Utara)[J]. *El-Jughrafiyah*, 2025, 5(1): 112–123. DOI: 10.24014/jej.v5i1.36301.",Setyawan and Susilo 2025,FT,DIRECT-EMPIRICAL,"Classification was based on the title, abstract, or report material supplied to the blinded reviewer."
R411,E346,TRANSFER,Minxue Wang; Menghang Chen; Liming Chen; Ang Zhang; Xu Li (23864); Zezheng Zhang; Yanyu Ding; Jianquan Yao; Xiaodong Zhang. Motion-vector calibration for industrial translational laser profilometers under arbitrary mounting orientations. Measurement Science and Technology. 2026. https://doi.org/10.1088/1361-6501/ae65c5,Minxue Wang; Menghang Chen; Liming Chen; Ang Zhang; Xu Li (23864); Zezheng Zhang; Yanyu Ding; Jianquan Yao; Xiaodong Zhang,ABSTRACT/PREVIEW,TRANSFER-METHOD,"Empirical adjacent-domain evidence for registration, repeated mapping, change detection, calibration or uncertainty."
R412,E86,TRANSFER,"HUGENHOLTZ C H, WALKER J, BROWN O, MYSHRALLA M. Earthwork volumetrics with an unmanned aerial vehicle and softcopy photogrammetry[J]. *Journal of Surveying Engineering*, 2015, 141. DOI: 10.1061/(ASCE)SU.1943-5428.0000138.",Source material supplied in the blinded screening form.,NOT-RETRIEVED,NOT-RETRIEVED,"Classification was based on the title, abstract, or report material supplied to the blinded reviewer."
R413,E197,SUPPORT,Boxiang Wang; Jianggui Han; Jianing Huang. A Review of Point Cloud Registration Methods Based on Laser SLAM. [Venue unavailable]. 2023. https://doi.org/10.1109/eebda56825.2023.10090835,Boxiang Wang; Jianggui Han; Jianing Huang,ABSTRACT/PREVIEW,SUPPORT-BACKGROUND,"Review, data or implementation resource retained outside empirical validation denominators."
R414,E386,EXCLUDE,Michail Antoniou; M. Cherniakov; Tao Zeng. Problems of surface change detection based on SS-InBSAR. [Venue unavailable]. 2005. https://doi.org/10.1109/radar.2005.1435934,Michail Antoniou; M,ABSTRACT/PREVIEW,EXCLUDE-OTHER,Generic registration/change or unrelated application without an indispensable inference for stockpile metrology.
R415,E122,CORE,"WU B, WANG S, LIN H, LI S, HOU L. Fast estimation of loader’s shovel load volume by 3D reconstruction of material piles[J]. *Chinese Journal of Mechanical Engineering*, 2023, 36: 117. DOI: 10.1186/s10033-023-00945-y.",Wu 2023,FT,DIRECT-EMPIRICAL,"Classification was based on the title, abstract, or report material supplied to the blinded reviewer."
R416,E93,TRANSFER,"CHUNG D, KIM J, PAIK S, IM S, KIM H. Automated system of scaffold point cloud data acquisition using a robot dog[J]. *Automation in Construction*, 2025, 170: 105944. DOI: 10.1016/j.autcon.2024.105944.",Source material supplied in the blinded screening form.,FT,TRANSFER-METHOD,"Classification was based on the title, abstract, or report material supplied to the blinded reviewer."
R417,E295,EXCLUDE,Qiongdan Huang; Jiapeng Wang; Jiejing Han; Shilin Kang. HarSoNet: a two-stage point cloud registration method integrating soft and hard matching. Scientific Reports. 2025. https://doi.org/10.1038/s41598-025-98036-6,Qiongdan Huang; Jiapeng Wang; Jiejing Han; Shilin Kang,ABSTRACT/PREVIEW,EXCLUDE-OTHER,Generic registration/change or unrelated application without an indispensable inference for stockpile metrology.
R418,E27,TRANSFER,"WHEATON J M, BRASINGTON J, DARBY S E, et al. Accounting for uncertainty in DEMs from repeat topographic surveys: improved sediment budgets[J]. Earth Surface Processes and Landforms, 2010, 35(2): 136-156. DOI: 10.1002/esp.1886.",Source material supplied in the blinded screening form.,FT,TRANSFER-METHOD,"Classification was based on the title, abstract, or report material supplied to the blinded reviewer."
